id,context,question,answer0,answer1,answer2,answer3,label
3D7VY91L65V446DI6FV90LB9CM5MB6##3S0TNUHWKUGLKY7SGDIYFDU2A4RD8L##AO33H4GL9KZX9##Blog_140066##q1_a1##34F34TZU7YDZ9A684N16BY4W7NN2JK,"Talking to my parents is a lot like walking through a House of Mirrors . I get lost and disorienting and I feel distorted , but sometimes I end up staring at my own reflection . One of my father 's favorite pasttime is comparing and contrasting the personalities and quirks of his aging children , how they relate to him and my mother and picking out the underlining tones . Sometimes he 's dead wrong all though , you could never tell him that , especially since sometimes he makes a little sense through his logic making me wonder who 's crazier .",Why might my father enjoy comparing and contrasting his adult children ?,None of the above choices .,"Because he was absent , so it 's often satisfying to see the different qualities in children .","Because he 's raised them , and it 's often satisfying to see the different qualities in himself .","Because he raised them , and it 's often satisfying to see the different qualities in children .",3
3ZLW647WALT9U75CH4XJ3TZZI4E322##3DI28L7YXBC81417DNK36LPFTCO1EL##A2KYOM2ZGYDJGT##Blog_868048##q1_a1##39KV3A5D1ALZUEM4XTRFZQCREC67SL,"I have always known that the road to greatness is in having clear , specific goals that at first seem impossible and scary , but are realistic . My experience has shown me that unmet goals can really frustrate and lead to stress and quitting . I have been guilt of this all my life .",What has the writer been guilty of ?,"Having clear , specific goals",Not meeting goals,None of the above choices .,Having goals that seem impossible and scary .,1
3A9LA2FRWUS4JKEF4CJEPBID74GHX1##3M1CVSFP63K8NK3J2UKW31V5P0AQAE##AJ7NSZOAFP05U##Blog_679754##q1_a1##3L7SUC0TTW8IE89FSXAK823YENJ0MV,"The door agreed and opened after I set down my things and pulled on it with as much force as I could muster . I was in the building . Exhausted and delighted at my efforts , I wandered around in the air conditioned lounge , marveling at the quiet . I rediscovered water fountains and greedily drank for a few moments . Then I proceeded on my way towards the room .",What may have caused you to wander around the air conditioned lounge ?,None of the above choices .,There were water fountains in there .,I was waiting to get in the building .,It was a good place to relax .,3
31ANT7FQN80GNCVYE8OJ5U3LLSSH5B##3VSOLARPKC7NGBO5SGI020312E639L##A1OPGPTQJ48XOY##Blog_1248748##q1_a1##341H3G5YF2SIDF8Y7M0EG4Z7TJYZ0S,Lonnie became very ill . When I arrived from work one afternoon I noticed that all Lonnie 's things were gone . I caught up to him as he was driving away and asked him what was going on . He explained that he could n't live in a tent anymore and that he was moving in with a friend from work .,Why did Lonnie feel that he could not live in the tent any longer ?,None of the above choices .,Lonnie was sick and needed to be somewhere where he could heal and recuperate properly,Lonnie was tired of dealing with having to set up the tent whenever he was going to use it,Lonnie had had enough of how cold the tent was at night,1
3NCN4N1H1GFAMOYIIGA9D009HYMBNA##39GHHAVOMGPX4JKIE6EW1Z9AC7IJ4X##AO33H4GL9KZX9##Blog_1126808##q1_a1##3S8A4GJRD5HWI6P38ERS4ZW2I806VG,"Quick rundown of today : Almost was in an accident in the five minutes it takes me to get from home to class . Oh , wait , not just ONE accident , but FOUR . Noobs on campus CANNOT FUCKING DRIVE . So I bailed on class and work today . Went to the movies with Paul to watch Clone Wars .",How might I feel about being in school ?,I might feel like being in school quite much,I might feel being in school is not that important .,None of the above choices .,I might feel being in school is that important .,1
3JGHED38EDPHWBZ6C174PECK21A7Y3##3Q5C1WP23NZ85L8E2MR02RJ2J0E51E##A3542PB4Z0NE80##Blog_720987##q1_a1##324N5FAHSZP3HLASAILTEI1KJ8OKVD,I totally adore Sid Lucero . I did n't know that the guy could act . It 's amazing how he transformed from the elite and mestizo Sid to his jologs and poor character . Sid Lucero was still fucking hot even though his looks were downplayed for the role .,Why was Sid Lucero 's looks downplayed ?,None of the above choices .,The character he was playing was much better looking than he,He was trying to hard to look good and it showed poorly,The role he was playing required him to look not as attractive,3
3VMV5CHJZ8D48IBDVYOZNAXYM0NTGB##37TD41K0AI7TYQGNUFTSCYCL17ISCE##AJ7NSZOAFP05U##Blog_133387##q1_a1##3XBYQ44Z6RIFZT0KU14H1B7U9UCTWX,"Oh , and , remind me never to go to Target on a Sunday ... especially if it 's the day before college starts ... it was like i was on the SSU campus or something . wow . crazy .",What may be your reason for not going to Target on Sundays ?,The store gets crowded on that day .,The store is closed on that day .,Target has that crazy college kid working on that day .,It 's campus day on Sundays .,0
3Q2T3FD0ON6Z1B95RMG3I2DXOUT3MX##32EYX73OY17DJ5XA1HENGUTVMWIURW##AO33H4GL9KZX9##Blog_883971##q1_a1##38B7Q9C28IJYLZC05DMWCH75RND69A,"It 's done . My time biking with the Sea to Sea 2008 Bike Tour is over . I made it to Grand Rapids today ( safely , and without a single flat tire in 3 weeks ! ) and finished my leg of the journey .",What might be concluded about flat tires in a biking tour ?,Flat tires must happen rarely such that going 3 weeks without one is notable .,Flat tires must not happen often enough such that going 3 weeks without one is notable .,Flat tires must happen often enough such that going 3 weeks without one is notable .,Flat tires must happen rarely such that going 3 weeks without one is not notable .,2
39N6W9XWRF1FJT9EP2NYNPDLUAXGY7##3X66WABAJZXHQAAKQJ0AMFDXD2A3GZ##AGUF6B4Q9991D##Blog_1260445##q1_a2##3B9XR6P1WG9TXN64NGUHCR701XKBJN,"The author wanted me to thank Matt for his service . Just thank him . No "" I ca n't believe he 's off in whatever country sticking his nose in their affairs "" no "" our president is a dipshit "" no "" Why would you let your husband DO that ? ? ? """,How was this person feeling as he spoke ?,Irate,Interested,None of the above choices .,Grateful,0
3EPG8DX9LKO80TTMXLWOE35C7KI5PM##3ATTHHXXWBMS7AOMGZV1M9R8S4QXI4##A1OPGPTQJ48XOY##Blog_107430##q1_a1##3O71U79SRD3IFHTR1ZT4I89H98DMS1,"Last week I was out taking a August vacation like so many of the rest of us this time of year . So , that 's why you have n't seen any new posts from me . I went back down to Mrytle Beach to visit my parents who still do n't have Internet access . I sat out in the driveway a few days with my laptop and snuck on to a neighbor 's "" unsecured "" wireless account ... just enought to check email .",What would you have done if the neighbor 's wifi had been secured ?,None of the above choices .,I would have tried to guess their password and alternatively gone to a coffee shop for wifi,I would have asked them for their password,I would have convinced my parents to get wifi,1
30ZKOOGW2YKHJWL8RDOFDGR8PUBA1R##33NF62TLXMHXDA8SJVDC0EMFGLFJK6##A1OPGPTQJ48XOY##Blog_984048##q1_a1##356TQKY9XHBHBU7VJVLAIZCQ2WZ87E,"Tuition , books , rent , food , fun health insurance ? with all the things you have to pay for in college , paying for health insurance is probably last on your list . Hsa s ; insurance ; long term care ; mortgage insurance ; pet insurance ; student health anthem blue cross and blue shield in ohio soon offer new health plan options for employers .",What would happen if one did not consider budgeting for health insurance ?,None of the above choices .,They would have to stay fit and in good shape to avoid getting sick,They would have to eat healthy and be sure not to get sick,When they became sick or got injured they would have a large expense to pay out of pocket,3
3ZC62PVYDJO15AEU9G10SX67VJ6XXV##3D4CH1LGED835CZ07S1KDSGJCJP9G4##A2KYOM2ZGYDJGT##Blog_204952##q1_a1##3SBX2M1TKF1QYBP83R431EDG5XQ4QQ,"My nephew Dylan loves to draw , so this year I decided to bring him with me to the event in hopes of showing him the artwork of other artists ( besides his uncle ) in order to impress upon him that Iowa does indeed have quite a few creative types . He goes through drawing supplies like they were candy , so I made sure to get him a bunch of art supplies before I left Omaha . He sat down at 11 am , and drew almost constantly till 4 pm .",What 's a possible reason the writer 's nephew loves to draw ?,None of the above choices .,Because his name is Dylan .,Because Iowa has quite a few creative types .,Because he is artistic .,3
3TD33TP5DNGIWU30TAH4JS4ICFOBAI##3AAPLD8UCFW0PN3PP4OJPSTWN0ZTH3##AJ7NSZOAFP05U##Blog_167921##q1_a1##3QX22DUVOQVY79AVVUY9TVTP9X4MVC,"Radials do not cross over . By the time I was done , however , I was sweating bullets . It was n't that cool in the factory , and with no air movement , well , looked like I ran a couple miles :P Left from there and saw Mom for a few minutes , and changed at her place , then went to the game . Car drives very straight now .",What may have caused you to sweat ?,The area where the game was held was hot .,Mom 's place was hot .,My car could n't cool me down .,My workplace was hot .,3
3ZFRE2BDQ9CBGGF2Q0DLXKYAATBZX9##3E337GFOLA69ZP4NO58P3VNUCR5GNL##A1OPGPTQJ48XOY##Blog_374714##q1_a1##3J5XXLQDHOPXLN2LPCTUXWKI8OTV38,She already knew how to knit though . I did teach her a looser cast on but she 's knitting a scarf lengthwise all on her own until she gets to the bind off . She 's using some blue angel hair that I had in my stash .,What will happen if she continues to work on her knitting ?,None of the above choices .,She will realize that she 's no good at it and likely give up,She will deplete all my stock of knitting materials because she does not buy her own,She will develop great skills at it and it will be fun to spend time knitting with her,3
3FVBZG9CLLSWMU8410U7GXV2X0YH0F##3U5JL4WY5NODUSOEF75XK65YVDEX4P##A2KYOM2ZGYDJGT##Blog_1037137##q1_a1##32L724R85NYZ66N8O3RIVAXQ602PIX,"Okay , they had been talking on the phone a couple of times but they had both been very busy with other projects . Although Blake had sometimes really needed a friend and she had missed Leighton 's presence . Very much , to be truly honest . She knocked on the door and was a bit disappointed when noone answered .",Why was she a bit disappointed when noone answered ?,Because she wanted to spend time with someone who lives there .,None of the above choices .,Because they had been talking on the phone .,Because they had both been very busy with other projects .,0
3ICOHX7ENC958VIVR1A13WAHCBZ0EH##3EFVCAY5L47YNK7KQ949IBPFF3YJ89##A1OPGPTQJ48XOY##Blog_176412##q1_a1##38LRF35D5NAX88DLKMJP1AIZUFSU3M,"Smartarse ! The ratcatcher snarled . Yes of course world , can I help it if I do a lot of typos ? What with all the dust from the woodworm holes , all the greasy shit from the bats and now the horrible stink from your bloody teeshirt it 's a marvel I can write at all !",What might happen if you moved into a cleaner and tidier place ?,I would be able to write better because the environment would be more conducive to my writing,I would not be able to concentrate as well because the place would be too cosy and comfortable to focus on work,I would see no change in my writing ability because I am in a bout of writer 's block,I would be preoccupied with keeping the place clean and tidy and would fail to focus on my writing,0
3MJ9GGZYO349ES4XQJCTQ1D5OJOA2X##3GFK2QRXXAF16MOHZAGLVH9WDMJW5G##AO33H4GL9KZX9##Blog_165894##q1_a1##3E22YV8GG3KRK7YZLJ4A0IT6R9LNPH,its pretty . only 40 bucks too . and i got some gifts for people . its funny that i got everyone something so far except zeynep & she was my first priority as far as gift shopping because yesterday was her bday ! !,Why might I have been able to get everyone a gift except Zeyneb when it was her birthday yesterday ?,Because I might have wanted to get her the perfect gift and rushed my time picking it out .,None of the above choices .,Because I might have wanted to get her a cheap gift and rushed my time picking it out .,Because I might have wanted to get her the perfect gift and took my time looking for it .,3
3UQ1LLR26CMU93PCKN6YXV0MNR9LAJ##3FPRZHYEP1M0870FFEZWMGG7ZBAV3F##A29RROPO0Z90XV##Blog_340782##q1_a2##34ZTTGSNJZ2KAND3IYOMV3MKA2GHQT,"At this point we were laughing so hard we could barely breathe . You know , those laughs where you start laughing a really high - pitched laugh that sounds so uncool when you 're a teenager but you ca n't stop anyway . Then the smoke started .",Why did the smoke start filling the room ?,She was blowing smoke .,She was smoking a cigarette too hard .,One of the girls dropped her cigarette on the carpet .,None of the above choices .,2
