question,title,answer,passage
is it legal to do a cover of a song,Cover version,True,"Since the Copyright Act of 1909, United States musicians have had the right to record a version of someone else's previously recorded and released tune, whether it is music alone or music with lyrics. A license can be negotiated between representatives of the interpreting artist and the copyright holder, or recording published tunes can fall under a mechanical license whereby the recording artist pays a standard royalty to the original author/copyright holder through an organization such as the Harry Fox Agency, and is safe under copyright law even if they do not have any permission from the original author. A similar service was provided by Limelight by RightsFlow, until January 2015, when they announced they will be closing their service. The U.S. Congress introduced the mechanical license to head off an attempt by the Aeolian Company to monopolize the piano roll market."
is chicago fire filmed in a real firehouse,Chicago Fire (TV series),False,"The building used in the show for the firehouse exteriors is a working Chicago Fire Department firehouse, and is the headquarters of Engine 18, located at 1360 South Blue Island Avenue at Maxwell Street, between 13th & Racine. Housed here is ALS Engine 18, 2--2--1 (Deputy District Chief -- 1st District), 2--1--21 (1st District Chief), 6--4--16 (High-Rise Response Unit), and ALS Ambulance 65. The interiors of Firehouse 51 are filmed at Cinespace Chicago Film Studios. The station house used for exteriors in Chicago PD is just a few blocks away at 949 West Maxwell Street at Morgan Street (interiors likewise filmed at Cinespace)."
are f-14 tomcats still in service,F-14 Tomcat operational history,True,The Grumman F-14 Tomcat has served with the United States Navy and the Islamic Republic of Iran Air Force (IRIAF). It operated aboard U.S. aircraft carriers from 1974 to 2006 and remains in service with Iran. In-depth knowledge of its service with Iran is relatively limited.
has anyone ever died doing the tour de france,Tour de France,False,"On 13 July 1967, British cyclist Tom Simpson died climbing Mont Ventoux after taking amphetamine."
is blood type o positive a universal donor,Blood type,False,"In transfusions of packed red blood cells, individuals with type O Rh D negative blood are often called universal donors. Those with type AB Rh D positive blood are called universal recipients. However, these terms are only generally true with respect to possible reactions of the recipient's anti-A and anti-B antibodies to transfused red blood cells, and also possible sensitization to Rh D antigens. One exception is individuals with hh antigen system (also known as the Bombay phenotype) who can only receive blood safely from other hh donors, because they form antibodies against the H antigen present on all red blood cells."
does a whip crack break the sound barrier,Whipcracking,True,The crack a whip makes is produced when a section of the whip moves faster than the speed of sound creating a small sonic boom. The creation of the sonic boom was confirmed in 1958 by analyzing the high-speed shadow photography taken in 1927.
does smackdown vs raw 2008 have gm mode,WWE SmackDown vs. Raw 2008,True,Graphics and gameplay are similar to the previous years in the SvR series. It also includes the new 24/7 mode which includes Become a Legend or GM Mode where you can also train superstars and gain them popularity.
will there be a fourth season of crazy ex girlfriend,Crazy Ex-Girlfriend (season 4),True,"The fourth and final season of Crazy Ex-Girlfriend was renewed on April 2, 2018, by The CW, with a 2018 release date (needs source). The season will consist of 18 episodes and stars Rachel Bloom as Rebecca Bunch, a distraught young woman, dealing with the consequences of pleading guilty to attempted murder at the end of the previous season. Vincent Rodriguez III, Donna Lynne Champlin, Pete Gardner, Vella Lovell, Gabrielle Ruiz, David Hull, and Scott Michael Foster co-star."
has the last book of game of thrones been written,A Song of Ice and Fire,False,"A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R.R. Martin. He began the first volume of the series, A Game of Thrones, in 1991, and it was published in 1996. Martin, who initially envisioned the series as a trilogy, has published five out of a planned seven volumes. The fifth and most recent volume of the series published in 2011, A Dance with Dragons, took Martin six years to write. He is still writing the sixth novel, The Winds of Winter."
is there going to be fauda season 3,Fauda,True,"In the summer of 2016, the satellite network yes officially picked up season 2 of the show, stating it will focus more on real world events. During the fall of 2017 the initial trailer was released, and the official premier date was later announced to be 31 December. A few weeks prior to the airing of season 2, Fauda was renewed for a third season, to air in 2019."
